category,profile,variable,variablename,dataset,year,is_most_recent,geotype,numGeoids,base,comparison_cv,comparison_m,comparison_percent,comparison_percent_m,comparison_sum,cv,m,difference_sum,difference_percent,difference_m,difference_percent_m,previous_sum,change_sum,change_percent,change_m,change_percent_m,change_percentage_point,change_percentage_point_m,change_significant,change_percent_significant,change_percentage_point_significant,notinprofile,percent,percent_m,previous_percent,percent_significant,producttype,release_year,significant,is_reliable,comparison_is_reliable,sum,unittype,special
languageSpokenAtHome,social,lgopilep1,LgOPILEP1,y2012_2016,,TRUE,,12,LgOPI1,10.6,561,0.46,0.041,3218,14.14567724,548,-863,8.45,784.2352963,7.942571771,2338,17,0.0073,824.9842423,0.35429487,0.0225,0.111511046,0,0,0,,0.5445,0.068025323,0.522,FALSE,,,FALSE,TRUE,TRUE,2355,,FALSE
languageSpokenAtHome,social,lgopi2,LgOPI2,y2012_2016,,TRUE,,12,Pop5pl2,9.1,1046,0.001,0,6991,11.93413429,849.0689018,-2666,0.13,1347.231977,0.044210089,4479,-154,-0.0344,1241.692393,0.272192038,-0.0001,0.000660734,0,0,0,,0.0023,0.000442101,0.0024,FALSE,,,FALSE,TRUE,TRUE,4325,,FALSE
languageSpokenAtHome,social,lgopi1,LgOPI1,y2012_2016,,TRUE,,12,LgOPI1,9.1,1046,1,,6991,11.93413429,849.0689018,-2666,0,1347.231977,0,4479,-154,-0.0344,1241.692393,0.272192038,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,TRUE,TRUE,4325,,FALSE
languageSpokenAtHome,social,lgonna2,LgONNA2,y2012_2016,,TRUE,,12,Pop5pl2,18.6,417,0,0,1366,30.27009046,249.469437,-865,0.03,485.9259203,0.012993338,353,148,0.4193,345.4706934,1.192773318,0.0001,0.000183494,0,0,0,,0.0003,0.000129933,0.0002,FALSE,,,FALSE,FALSE,TRUE,501,,FALSE
languageSpokenAtHome,social,lgonna1,LgONNA1,y2012_2016,,TRUE,,12,LgONNA1,18.6,417,1,,1366,30.27009046,249.469437,-865,0,485.9259203,0,353,148,0.4193,345.4706934,1.192773318,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,FALSE,TRUE,501,,FALSE
languageSpokenAtHome,social,lgonalep2,LgONALEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,29.6,213,0,0,437,40.93834595,138.0543371,-232,0.03,253.8267125,0.023403245,0,205,,138.0543371,,0.0003,0.000234032,0,0,0,,0.0003,0.000234032,0,FALSE,,,FALSE,FALSE,FALSE,205,,FALSE
languageSpokenAtHome,social,lgonalep1,LgONALEP1,y2012_2016,,TRUE,,12,LgONNA1,29.6,213,0.32,0.122,437,40.93834595,138.0543371,-232,8.92,253.8267125,22.20411262,0,205,,138.0543371,,0.4092,0.185521594,0,0,0,,0.4092,0.185521594,0,FALSE,,,FALSE,FALSE,FALSE,205,,FALSE
languageSpokenAtHome,social,lgolglep2,LgOLgLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,9.8,442,0.002,0,2753,25.74318558,233.7584223,-2201,-0.11,500.007,0.039617945,380,172,0.4526,292.4722209,0.910997556,0.0002,0.000504284,0,0,0,,0.0009,0.000396179,0.0007,FALSE,,,TRUE,FALSE,TRUE,552,,FALSE
languageSpokenAtHome,social,lgolglep1,LgOLgLEP1,y2012_2016,,TRUE,,12,LgOLg1,9.8,442,0.462,0.037,2753,25.74318558,233.7584223,-2201,1.43,500.007,8.61428722,380,172,0.4526,292.4722209,0.910997556,0.143,0.114185637,0,0,0,,0.4763,0.077791995,0.3333,FALSE,,,TRUE,FALSE,TRUE,552,,FALSE
languageSpokenAtHome,social,lgolg2,LgOLg2,y2012_2016,,TRUE,,12,Pop5pl2,8.4,827,0.001,0,5961,23.7512736,452.8310943,-4802,0,942.8600108,0.023584424,1140,19,0.0167,633.5684651,0.560311879,0,0.000336641,0,0,0,,0.0006,0.000235844,0.0006,FALSE,,,TRUE,FALSE,TRUE,1159,,FALSE
languageSpokenAtHome,social,lgolg1,LgOLg1,y2012_2016,,TRUE,,12,LgOLg1,8.4,827,1,,5961,23.7512736,452.8310943,-4802,0,942.8600108,0,1140,19,0.0167,633.5684651,0.560311879,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,FALSE,TRUE,1159,,FALSE
languageSpokenAtHome,social,lgoinlep2,LgOInLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,2.3,2700,0.039,0.001,71150,3.037397415,2266.021183,-25798,3.79,3524.890353,0.386558819,35214,10138,0.2879,3126.366741,0.101717983,0.0144,0.005287344,1,0,0,,0.0769,0.003734002,0.0625,TRUE,,,TRUE,TRUE,TRUE,45352,,FALSE
languageSpokenAtHome,social,lgoinlep1,LgOInLEP1,y2012_2016,,TRUE,,12,LgOInd1,2.3,2700,0.514,0.011,71150,3.037397415,2266.021183,-25798,1.3,3524.890353,1.824533462,35214,10138,0.2879,3126.366741,0.101717983,-0.0047,0.021811597,1,0,0,,0.527,0.014556519,0.5317,FALSE,,,TRUE,TRUE,TRUE,45352,,FALSE
languageSpokenAtHome,social,lgoind2,LgOInd2,y2012_2016,,TRUE,,12,Pop5pl2,1.9,4307,0.018,0.001,138540,2.530997937,3583.225781,-52477,2.68,5602.656156,0.210490966,66230,19833,0.2995,5015.614818,0.087570534,0.0089,0.002648222,1,1,1,,0.0448,0.0018522,0.0359,TRUE,,,TRUE,TRUE,TRUE,86063,,FALSE
languageSpokenAtHome,social,lgoind1,LgOInd1,y2012_2016,,TRUE,,12,LgOInd1,1.9,4307,1,,138540,2.530997937,3583.225781,-52477,0,5602.656156,0,66230,19833,0.2995,5015.614818,0.087570534,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,86063,,FALSE
languageSpokenAtHome,social,lgoieu2,LgOIEu2,y2012_2016,,TRUE,,12,Pop5pl2,3.6,3188,0.007,0,53313,5.320085433,1498.176225,-36194,0.19,3522.481512,0.077901159,15712,1407,0.0895,2050.284858,0.136062629,0.0004,0.001086549,0,0,0,,0.0089,0.000779012,0.0085,FALSE,,,TRUE,TRUE,TRUE,17119,,FALSE
languageSpokenAtHome,social,lgoieu1,LgOIEu1,y2012_2016,,TRUE,,12,LgOIEu1,3.6,3188,1,,53313,5.320085433,1498.176225,-36194,0,3522.481512,0,15712,1407,0.0895,2050.284858,0.136062629,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,17119,,FALSE
languageSpokenAtHome,social,lgoielep2,LgOIELEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,4.2,1530,0.012,0.001,22095,6.839768254,840.1434401,-14628,0.07,1745.491621,0.173403182,7014,453,0.0646,1129.254179,0.165723386,0.0002,0.001943627,0,0,0,,0.0127,0.001416639,0.0125,FALSE,,,TRUE,TRUE,TRUE,7467,,FALSE
languageSpokenAtHome,social,lgoielep1,LgOIELEP1,y2012_2016,,TRUE,,12,LgOIEu1,4.2,1530,0.414,0.014,22095,6.839768254,840.1434401,-14628,2.22,1745.491621,3.387282378,7014,453,0.0646,1129.254179,0.165723386,-0.0102,0.040942213,0,0,0,,0.4362,0.030844257,0.4464,FALSE,,,TRUE,TRUE,TRUE,7467,,FALSE
languageSpokenAtHome,social,lgoenlep2,LgOEnLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,0.3,9296,1,,1821170,0.715077249,6937.876692,-1231366,0,11599.55814,0,563176,26628,0.0473,9897.15449,0.018001225,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,589804,,FALSE
languageSpokenAtHome,social,lgoenlep1,LgOEnLEP1,y2012_2016,,TRUE,,12,Pop5pl1,0.3,9296,0.231,0.001,1821170,0.715077249,6937.876692,-1231366,7.62,11599.55814,0.340323829,563176,26628,0.0473,9897.15449,0.018001225,0.0019,0.004741301,0,0,0,,0.3072,0.003253003,0.3053,TRUE,,,TRUE,TRUE,TRUE,589804,,FALSE
languageSpokenAtHome,social,lgoeng2,LgOEng2,y2012_2016,,TRUE,,12,Pop5pl2,0.2,11444,0.491,0.001,3861110,0.51300443,9575.628909,-2726412,10,14921.72259,0.408766747,1093861,40837,0.0373,13772.38462,0.012835586,-0.002,0.005843924,0,0,0,,0.591,0.003963461,0.593,TRUE,,,TRUE,TRUE,TRUE,1134698,,FALSE
languageSpokenAtHome,social,lgoeng1,LgOEng1,y2012_2016,,TRUE,,12,Pop5pl1,0.2,11444,0.491,0.001,3861110,0.51300443,9575.628909,-2726412,10,14921.72259,0.408766747,1093861,40837,0.0373,13772.38462,0.012835586,-0.002,0.005843924,0,0,0,,0.591,0.003963461,0.593,TRUE,,,TRUE,TRUE,TRUE,1134698,,FALSE
languageSpokenAtHome,social,lgoasn2,LgOAsn2,y2012_2016,,TRUE,,12,Pop5pl2,3.6,2380,0.005,0,40593,4.925641254,1436.037952,-22870,0.42,2779.67714,0.074648748,18370,-647,-0.0352,2269.969824,0.120977816,-0.0008,0.001209445,0,0,0,,0.0092,0.000746487,0.01,TRUE,,,TRUE,TRUE,TRUE,17723,,FALSE
languageSpokenAtHome,social,lgoasn1,LgOAsn1,y2012_2016,,TRUE,,12,LgOAsn1,3.6,2380,1,,40593,4.925641254,1436.037952,-22870,0,2779.67714,0,18370,-647,-0.0352,2269.969824,0.120977816,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,17723,,FALSE
languageSpokenAtHome,social,lgoanlep2,LgOAnLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,4.5,1431,0.011,0.001,19484,6.394930988,954.9748688,-10406,0.44,1720.38891,0.189442148,8347,731,0.0876,1437.383734,0.180782935,0.0006,0.002488591,0,0,0,,0.0154,0.001608985,0.0148,FALSE,,,TRUE,TRUE,TRUE,9078,,FALSE
languageSpokenAtHome,social,lgoanlep1,LgOAnLEP1,y2012_2016,,TRUE,,12,LgOAsn1,4.5,1431,0.48,0.021,19484,6.394930988,954.9748688,-10406,3.22,1720.38891,4.027283274,8347,731,0.0876,1437.383734,0.180782935,0.0578,0.052057766,0,0,0,,0.5122,0.034364241,0.4544,FALSE,,,TRUE,TRUE,TRUE,9078,,FALSE
languageSpokenAtHome,social,lgnavlep2,LgNavLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,,,,,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnavlep1,LgNavLEP1,y2012_2016,,TRUE,,12,LgNav1,,,,,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,,,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnav2,LgNav2,y2012_2016,,TRUE,,12,Pop5pl2,59.1,36,0,0,37,,,-37,0,36,0,0,0,,0,,0,0,0,0,0,,0,,0,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgnav1,LgNav1,y2012_2016,,TRUE,,12,LgNav1,59.1,36,1,,37,,,-37,-100,36,0,0,0,,0,,0,0,0,0,0,,,,,TRUE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lgmkmlep2,LgMKmLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,19.4,327,0.001,0,1026,46.37150211,143.4085074,-838,-0.07,357.06442,0.024311713,22,166,7.5455,149.1542825,17.20805342,0.0003,0.000253783,0,0,0,,0.0003,0.000243117,0,FALSE,,,FALSE,FALSE,TRUE,188,,FALSE
languageSpokenAtHome,social,lgmkmlep1,LgMKmLEP1,y2012_2016,,TRUE,,12,LgMKhm1,19.4,327,0.457,0.071,1026,46.37150211,143.4085074,-838,5.67,357.06442,28.7105958,22,166,7.5455,149.1542825,17.20805342,0.4386,0.300912384,0,0,0,,0.5137,0.278188481,0.0751,FALSE,,,FALSE,FALSE,TRUE,188,,FALSE
languageSpokenAtHome,social,lgmkhm2,LgMKhm2,y2012_2016,,TRUE,,12,Pop5pl2,16.9,624,0,0,2246,32.6558858,196.6112916,-1880,0.02,654.2415456,0.010240356,293,73,0.2491,369.3751481,1.492493719,0,0.00019806,0,0,0,,0.0002,0.000102404,0.0002,FALSE,,,FALSE,FALSE,TRUE,366,,FALSE
languageSpokenAtHome,social,lgmkhm1,LgMKhm1,y2012_2016,,TRUE,,12,LgMKhm1,16.9,624,1,,2246,32.6558858,196.6112916,-1880,0,654.2415456,0,293,73,0.2491,369.3751481,1.492493719,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,FALSE,TRUE,366,,FALSE
languageSpokenAtHome,social,lglaolep2,LgLaoLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,41.3,72,0,0,106,50.32888462,48.84669897,-47,0.01,87.00574694,0.008281017,66,-7,-0.1061,80.54812226,1.140298398,0,0.000140672,0,0,0,,0.0001,8.28102E-05,0.0001,FALSE,,,FALSE,FALSE,FALSE,59,,FALSE
languageSpokenAtHome,social,lglaolep1,LgLaoLEP1,y2012_2016,,TRUE,,12,LgLao1,41.3,72,0.328,0.161,106,50.32888462,48.84669897,-47,6.8,87.00574694,21.14801387,66,-7,-0.1061,80.54812226,1.140298398,-0.0114,0.309028258,0,0,0,,0.396,0.137123481,0.4074,FALSE,,,FALSE,FALSE,FALSE,59,,FALSE
languageSpokenAtHome,social,lglao2,LgLao2,y2012_2016,,TRUE,,12,Pop5pl2,28.6,152,0,0,323,45.71473303,112.0490964,-174,0.01,188.8359076,0.005836126,162,-13,-0.0802,158.5622906,0.940278049,0,8.42948E-05,0,0,0,,0.0001,5.83613E-05,0.0001,FALSE,,,FALSE,FALSE,FALSE,149,,FALSE
languageSpokenAtHome,social,lglao1,LgLao1,y2012_2016,,TRUE,,12,LgLao1,28.6,152,1,,323,45.71473303,112.0490964,-174,0,188.8359076,0,162,-13,-0.0802,158.5622906,0.940278049,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,FALSE,FALSE,149,,FALSE
languageSpokenAtHome,social,lgkorlep2,LgKorLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,3,2258,0.025,0.001,46226,3.354587435,1956.567147,-10770,3.51,2987.761537,0.339183711,38323,-2867,-0.0748,2917.399013,0.073047951,-0.0079,0.004954038,0,0,0,,0.0601,0.003241074,0.068,TRUE,,,TRUE,TRUE,TRUE,35456,,FALSE
languageSpokenAtHome,social,lgkorlep1,LgKorLEP1,y2012_2016,,TRUE,,12,LgKor1,3,2258,0.608,0.014,46226,3.354587435,1956.567147,-10770,9.03,2987.761537,2.205859221,38323,-2867,-0.0748,2917.399013,0.073047951,0.0183,0.023017158,0,0,0,,0.6983,0.017046451,0.68,TRUE,,,TRUE,TRUE,TRUE,35456,,FALSE
languageSpokenAtHome,social,lgkor2,LgKor2,y2012_2016,,TRUE,,12,Pop5pl2,2.6,3263,0.01,0,75990,3.008526467,2512.768991,-25217,1.64,4118.394954,0.130178615,56356,-5583,-0.0991,3846.859368,0.064469773,-0.0042,0.002039858,0,0,0,,0.0264,0.001301786,0.0306,TRUE,,,TRUE,TRUE,TRUE,50773,,FALSE
languageSpokenAtHome,social,lgkor1,LgKor1,y2012_2016,,TRUE,,12,LgKor1,2.6,3263,1,,75990,3.008526467,2512.768991,-25217,0,4118.394954,0,56356,-5583,-0.0991,3846.859368,0.064469773,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,50773,,FALSE
languageSpokenAtHome,social,lgjaplep2,LgJapLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,6,1046,0.006,0.001,10572,10.7468059,514.2674402,-7663,-0.11,1165.584403,0.132547912,4034,-1125,-0.2789,839.7273367,0.17416597,-0.0023,0.00146227,0,0,0,,0.0049,0.000869997,0.0072,FALSE,,,TRUE,TRUE,TRUE,2909,,FALSE
languageSpokenAtHome,social,lgjaplep1,LgJapLEP1,y2012_2016,,TRUE,,12,LgJap1,6,1046,0.478,0.032,10572,10.7468059,514.2674402,-7663,3.59,1165.584403,7.094589782,4034,-1125,-0.2789,839.7273367,0.17416597,-0.0868,0.085791994,0,0,0,,0.5139,0.063319195,0.6007,FALSE,,,TRUE,TRUE,TRUE,2909,,FALSE
languageSpokenAtHome,social,lgjap2,LgJap2,y2012_2016,,TRUE,,12,Pop5pl2,4.5,1627,0.003,0,22098,7.706111365,717.6196764,-16437,0,1778.231425,0.037347865,6715,-1054,-0.157,1147.760428,0.155137323,-0.0007,0.000612328,0,0,0,,0.0029,0.000373479,0.0036,FALSE,,,TRUE,TRUE,TRUE,5661,,FALSE
languageSpokenAtHome,social,lgjap1,LgJap1,y2012_2016,,TRUE,,12,LgJap1,4.5,1627,1,,22098,7.706111365,717.6196764,-16437,0,1778.231425,0,6715,-1054,-0.157,1147.760428,0.155137323,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,5661,,FALSE
languageSpokenAtHome,social,lgitlep2,LgItLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,2.8,1271,0.015,0.001,27803,4.946904519,617.0786012,-20220,-0.21,1412.878976,0.143935869,11462,-3879,-0.3384,1069.997664,0.073783775,-0.0075,0.001848204,1,1,1,,0.0129,0.001035255,0.0204,FALSE,,,TRUE,TRUE,TRUE,7583,,FALSE
languageSpokenAtHome,social,lgitlep1,LgItLEP1,y2012_2016,,TRUE,,12,LgIt1,2.8,1271,0.352,0.01,27803,4.946904519,617.0786012,-20220,2.07,1412.878976,2.142511341,11462,-3879,-0.3384,1069.997664,0.073783775,-0.0403,0.027920755,1,1,0,,0.3727,0.018948232,0.413,FALSE,,,TRUE,TRUE,TRUE,7583,,FALSE
languageSpokenAtHome,social,lgit2,LgIt2,y2012_2016,,TRUE,,12,Pop5pl2,2.2,2880,0.01,0,79051,3.862417298,1292.846085,-58703,0.06,3156.873612,0.067120766,27755,-7407,-0.2669,2062.118086,0.06301173,-0.0044,0.001096573,1,1,1,,0.0106,0.000671208,0.015,FALSE,,,TRUE,TRUE,TRUE,20348,,FALSE
languageSpokenAtHome,social,lgit1,LgIt1,y2012_2016,,TRUE,,12,LgIt1,2.2,2880,1,,79051,3.862417298,1292.846085,-58703,0,3156.873612,0,27755,-7407,-0.2669,2062.118086,0.06301173,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,20348,,FALSE
languageSpokenAtHome,social,lghung2,LgHung2,y2012_2016,,TRUE,,12,Pop5pl2,6,763,0.001,0,7735,10.49508155,392.5926642,-5461,0.02,858.078085,0.020439829,3019,-745,-0.2468,624.3660785,0.177715424,-0.0004,0.00033314,0,0,0,,0.0012,0.000204398,0.0016,FALSE,,,TRUE,TRUE,TRUE,2274,,FALSE
languageSpokenAtHome,social,lghung1,LgHung1,y2012_2016,,TRUE,,12,LgHung1,6,763,1,,7735,10.49508155,392.5926642,-5461,0,858.078085,0,3019,-745,-0.2468,624.3660785,0.177715424,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,2274,,FALSE
languageSpokenAtHome,social,lghnglep2,LgHngLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,8.6,451,0.002,0,3202,15.3520557,210.8719991,-2367,-0.06,497.8634351,0.035714089,1112,-277,-0.2491,344.4691568,0.264180623,-0.0006,0.000600715,0,0,0,,0.0014,0.000357141,0.002,FALSE,,,TRUE,TRUE,TRUE,835,,FALSE
languageSpokenAtHome,social,lghnglep1,LgHngLEP1,y2012_2016,,TRUE,,12,LgHung1,8.6,451,0.414,0.042,3202,15.3520557,210.8719991,-2367,-4.68,497.8634351,7.96516539,1112,-277,-0.2491,344.4691568,0.264180623,-0.0011,0.095979091,0,0,0,,0.3672,0.067678549,0.3683,FALSE,,,TRUE,TRUE,TRUE,835,,FALSE
languageSpokenAtHome,social,lghmglep2,LgHmgLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,106.4,14,0,0,8,,,-8,0,14,0,0,0,,0,,0,0,0,0,0,,0,,0,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lghmglep1,LgHmgLEP1,y2012_2016,,TRUE,,12,LgHmg1,106.4,14,0.348,0.451,8,,,-8,-34.8,14,45.1,0,0,,0,,0,0,0,0,0,,0,,,FALSE,,,FALSE,FALSE,FALSE,0,,FALSE
languageSpokenAtHome,social,lghmg2,LgHmg2,y2012_2016,,TRUE,,12,Pop5pl2,71.4,27,0,0,23,89.15906788,22,-8,0,34.82814953,0.001145899,0,15,,22,,0,1.1459E-05,0,0,0,,0,1.1459E-05,0,FALSE,,,FALSE,FALSE,FALSE,15,,FALSE
languageSpokenAtHome,social,lghmg1,LgHmg1,y2012_2016,,TRUE,,12,LgHmg1,71.4,27,1,,23,89.15906788,22,-8,0,34.82814953,0,0,15,,22,,1,0,0,0,1,,1,0,,FALSE,,,FALSE,FALSE,FALSE,15,,FALSE
languageSpokenAtHome,social,lgheblep2,LgHebLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,5.2,800,0.005,0,9285,14.09841121,358.7784832,-7738,-0.24,876.7679282,0.060751825,2182,-635,-0.291,587.965135,0.22348121,-0.0013,0.001025106,0,0,0,,0.0026,0.000607518,0.0039,TRUE,,,TRUE,TRUE,TRUE,1547,,FALSE
languageSpokenAtHome,social,lgheblep1,LgHebLEP1,y2012_2016,,TRUE,,12,LgHeb1,5.2,800,0.199,0.014,9285,14.09841121,358.7784832,-7738,-0.9,876.7679282,3.631989433,2182,-635,-0.291,587.965135,0.22348121,-0.0754,0.055770277,0,0,0,,0.19,0.033513202,0.2654,FALSE,,,TRUE,TRUE,TRUE,1547,,FALSE
languageSpokenAtHome,social,lgheb2,LgHeb2,y2012_2016,,TRUE,,12,Pop5pl2,3,2288,0.006,0,46543,9.150927857,1225.938824,-38399,-0.18,2595.740742,0.06381805,8221,-77,-0.0094,1636.013447,0.198189051,-0.0003,0.000866983,0,0,0,,0.0042,0.00063818,0.0045,FALSE,,,TRUE,TRUE,TRUE,8144,,FALSE
languageSpokenAtHome,social,lgheb1,LgHeb1,y2012_2016,,TRUE,,12,LgHeb1,3,2288,1,,46543,9.150927857,1225.938824,-38399,0,2595.740742,0,8221,-77,-0.0094,1636.013447,0.198189051,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,8144,,FALSE
languageSpokenAtHome,social,lghdilep2,LgHdiLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,6.1,1015,0.006,0.001,10041,7.583593414,926.7685795,-2612,0.66,1374.454437,0.185663194,6608,821,0.1242,1279.2361,0.205368745,0.0009,0.00220839,0,0,0,,0.0126,0.001564315,0.0117,TRUE,,,FALSE,TRUE,TRUE,7429,,FALSE
languageSpokenAtHome,social,lghdilep1,LgHdiLEP1,y2012_2016,,TRUE,,12,LgHdi1,6.1,1015,0.308,0.023,10041,7.583593414,926.7685795,-2612,8.47,1374.454437,3.99229116,6608,821,0.1242,1279.2361,0.205368745,0.0474,0.047293186,0,0,0,,0.3927,0.032631869,0.3453,FALSE,,,FALSE,TRUE,TRUE,7429,,FALSE
languageSpokenAtHome,social,lghdi2,LgHdi2,y2012_2016,,TRUE,,12,Pop5pl2,4.2,2275,0.004,0,32568,5.656012221,1760.250266,-13649,0.59,2876.474578,0.091546443,19137,-218,-0.0114,2453.675203,0.127509494,-0.0005,0.001301463,0,0,0,,0.0099,0.000915464,0.0104,TRUE,,,TRUE,TRUE,TRUE,18919,,FALSE
languageSpokenAtHome,social,lghdi1,LgHdi1,y2012_2016,,TRUE,,12,LgHdi1,4.2,2275,1,,32568,5.656012221,1760.250266,-13649,0,2876.474578,0,19137,-218,-0.0114,2453.675203,0.127509494,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,18919,,FALSE
languageSpokenAtHome,social,lggujlep2,LgGujLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,8.7,470,0.002,0,3290,10.73327581,447.7622137,-754,0.23,649.1463625,0.075748452,2869,-333,-0.1161,691.8641485,0.225308699,-0.0008,0.00120283,0,0,0,,0.0043,0.000757485,0.0051,FALSE,,,FALSE,TRUE,TRUE,2536,,FALSE
languageSpokenAtHome,social,lggujlep1,LgGujLEP1,y2012_2016,,TRUE,,12,LgGuj1,8.7,470,0.366,0.034,3290,10.73327581,447.7622137,-754,10.86,649.1463625,6.282252888,2869,-333,-0.1161,691.8641485,0.225308699,0.0511,0.067157782,0,0,0,,0.4746,0.052826794,0.4235,FALSE,,,FALSE,TRUE,TRUE,2536,,FALSE
languageSpokenAtHome,social,lgguj2,LgGuj2,y2012_2016,,TRUE,,12,Pop5pl2,6.6,975,0.001,0,8998,8.332231442,732.3394022,-3655,0.18,1219.403953,0.038118449,6775,-1432,-0.2114,1283.541195,0.163524795,-0.0009,0.000686671,0,0,0,,0.0028,0.000381184,0.0037,TRUE,,,FALSE,TRUE,TRUE,5343,,FALSE
languageSpokenAtHome,social,lgguj1,LgGuj1,y2012_2016,,TRUE,,12,LgGuj1,6.6,975,1,,8998,8.332231442,732.3394022,-3655,0,1219.403953,0,6775,-1432,-0.2114,1283.541195,0.163524795,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,TRUE,TRUE,5343,,FALSE
languageSpokenAtHome,social,lggrmlep2,LgGrmLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,10.5,488,0.002,0,2833,10.1430465,173.1935334,-1795,0,517.8223634,0.029291527,1437,-399,-0.2777,325.3644111,0.183564169,-0.0008,0.000569188,0,0,0,,0.0018,0.000292915,0.0026,FALSE,,,TRUE,TRUE,TRUE,1038,,FALSE
languageSpokenAtHome,social,lggrmlep1,LgGrmLEP1,y2012_2016,,TRUE,,12,LgGrm1,10.5,488,0.131,0.02,2833,10.1430465,173.1935334,-1795,7.17,517.8223634,3.440688562,1437,-399,-0.2777,325.3644111,0.183564169,-0.015,0.045765978,0,0,0,,0.2027,0.027997032,0.2177,FALSE,,,TRUE,TRUE,TRUE,1038,,FALSE
languageSpokenAtHome,social,lggrm2,LgGrm2,y2012_2016,,TRUE,,12,Pop5pl2,4.5,1597,0.003,0,21545,5.692628487,479.4559417,-16425,0,1667.419263,0.024935853,6600,-1480,-0.2242,791.1226201,0.10367323,-0.0009,0.000422139,0,0,0,,0.0027,0.000249359,0.0036,FALSE,,,TRUE,TRUE,TRUE,5120,,FALSE
languageSpokenAtHome,social,lggrm1,LgGrm1,y2012_2016,,TRUE,,12,LgGrm1,4.5,1597,1,,21545,5.692628487,479.4559417,-16425,0,1667.419263,0,6600,-1480,-0.2242,791.1226201,0.10367323,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,5120,,FALSE
languageSpokenAtHome,social,lggrklep2,LgGrkLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,4,898,0.007,0,13483,5.006591573,766.6746376,-4174,0.88,1180.759925,0.128655353,11393,-2084,-0.1829,1194.884095,0.094067456,-0.0044,0.002058944,0,0,0,,0.0158,0.001286554,0.0202,TRUE,,,TRUE,TRUE,TRUE,9309,,FALSE
languageSpokenAtHome,social,lggrklep1,LgGrkLEP1,y2012_2016,,TRUE,,12,LgGrk1,4,898,0.316,0.014,13483,5.006591573,766.6746376,-4174,2.55,1180.759925,2.318238306,11393,-2084,-0.1829,1194.884095,0.094067456,-0.0214,0.026402561,0,0,0,,0.3415,0.018477632,0.3629,FALSE,,,TRUE,TRUE,TRUE,9309,,FALSE
languageSpokenAtHome,social,lggrk2,LgGrk2,y2012_2016,,TRUE,,12,Pop5pl2,3,2120,0.005,0,42634,3.774660888,1692.535672,-15376,0.92,2712.761877,0.08785795,31390,-4132,-0.1316,2565.259246,0.075835505,-0.0028,0.001362209,0,0,0,,0.0142,0.000878579,0.017,TRUE,,,TRUE,TRUE,TRUE,27258,,FALSE
