category,profile,variable,variablename,dataset,year,is_most_recent,geotype,numGeoids,base,comparison_cv,comparison_m,comparison_percent,comparison_percent_m,comparison_sum,cv,m,difference_sum,difference_percent,difference_m,difference_percent_m,previous_sum,change_sum,change_percent,change_m,change_percent_m,change_percentage_point,change_percentage_point_m,change_significant,change_percent_significant,change_percentage_point_significant,notinprofile,percent,percent_m,previous_percent,percent_significant,producttype,release_year,significant,is_reliable,comparison_is_reliable,sum,unittype,special
placeOfBirth,social,amricas,Amricas,y2012_2016,,TRUE,,12,Fb2,0.4,10002,0.517,0.002,1627976,0.853914035,6428.079729,-1170360,-6.12,11889.50012,0.559565199,447145,10471,0.0234,9430.567056,0.021356469,-0.0054,0.007805303,0,0,0,,0.4558,0.005226023,0.4612,TRUE,,,TRUE,TRUE,TRUE,457616,,FALSE
placeOfBirth,social,albania,Albania,y2012_2016,,TRUE,,12,Fb2,5.9,1645,0.005,0.001,17073,10.40263234,719.5734848,-12868,-0.08,1795.497424,0.122982338,3971,234,0.0589,1072.797278,0.279027803,0.0001,0.001088394,0,0,0,,0.0042,0.000715867,0.0041,FALSE,,,TRUE,TRUE,TRUE,4205,,FALSE
placeOfBirth,social,afrnec,AfrNEC,y2012_2016,,TRUE,,12,Fb2,5.4,1079,0.004,0,12060,29.37959852,587.2026907,-10845,-0.28,1228.433148,0.058475343,1870,-655,-0.3503,793.3675063,0.364642423,-0.0007,0.000802753,0,0,0,,0.0012,0.000584753,0.0019,TRUE,,,TRUE,FALSE,TRUE,1215,,FALSE
placeOfBirth,social,afr,Afr,y2012_2016,,TRUE,,12,Fb2,1.7,3927,0.045,0.001,141198,4.343988539,1577.305931,-119125,-2.3,4231.928993,0.185366098,20278,1795,0.0885,2262.064544,0.116730517,0.0011,0.002279846,0,0,0,,0.022,0.001560788,0.0209,TRUE,,,TRUE,TRUE,TRUE,22073,,FALSE
placeOfBirth,social,afghan,Afghan,y2012_2016,,TRUE,,12,Fb2,10.8,678,0.001,0,3826,13.14240098,645.7669858,-839,0.2,936.32206,0.064271095,4245,-1258,-0.2963,1073.588841,0.20821331,-0.0014,0.001092714,0,0,0,,0.003,0.000642711,0.0044,TRUE,,,FALSE,TRUE,TRUE,2987,,FALSE
maritalStatus,social,ms_mwd,MS_MWd,y2012_2016,,TRUE,,12,MS_M15pl,1.6,1975,0.023,0.001,73920,3.141568854,882.5706771,-56842,-0.22,2163.228143,0.146361763,17465,-387,-0.0222,1244.450079,0.070473612,-0.0015,0.001540311,0,0,0,,0.0208,0.001068727,0.0223,FALSE,,,TRUE,TRUE,TRUE,17078,,FALSE
maritalStatus,social,ms_msp,MS_MSp,y2012_2016,,TRUE,,12,MS_M15pl,1.8,2395,0.024,0.001,79431,3.381375219,925.4658287,-62793,-0.37,2567.588752,0.150285841,17829,-1191,-0.0668,1381.025344,0.074653165,-0.0025,0.001716792,0,0,0,,0.0203,0.001121866,0.0228,FALSE,,,TRUE,TRUE,TRUE,16638,,FALSE
maritalStatus,social,ms_mnvmrd,MS_MNvMrd,y2012_2016,,TRUE,,12,MS_M15pl,0.3,6485,0.464,0.002,1514494,0.738336859,4146.315473,-1173111,-4.74,7697.217484,0.47407727,310369,31014,0.0999,6159.037587,0.020951773,0.0197,0.006587453,1,1,0,,0.4166,0.004298247,0.3969,TRUE,,,TRUE,TRUE,TRUE,341383,,FALSE
maritalStatus,social,ms_mmrdsp,MS_MMrdSp,y2012_2016,,TRUE,,12,MS_M15pl,0.3,7414,0.428,0.002,1395118,0.535100397,3491.516576,-998463,5.61,8195.0036,0.354004184,391145,5510,0.0141,5020.850028,0.012929984,-0.0161,0.003939928,0,0,1,,0.4841,0.002920941,0.5002,TRUE,,,TRUE,TRUE,TRUE,396655,,FALSE
maritalStatus,social,ms_mdvcd,MS_MDvcd,y2012_2016,,TRUE,,12,MS_M15pl,1.1,3719,0.061,0.001,200230,1.918563404,1505.019269,-152543,-0.28,4011.987537,0.205770888,45132,2555,0.0566,2161.413889,0.049306227,0.0005,0.002641939,0,0,0,,0.0582,0.001798379,0.0577,FALSE,,,TRUE,TRUE,TRUE,47687,,FALSE
maritalStatus,social,ms_m15pl,MS_M15pl,y2012_2016,,TRUE,,12,MS_M15pl,0,221,1,,3263193,0.389576917,5251.420665,-2443752,0,5256.068873,0,781940,37501,0.048,7907.006197,0.010385878,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,819441,,FALSE
maritalStatus,social,ms_fwd,MS_FWd,y2012_2016,,TRUE,,12,MS_F15pl,0.6,3283,0.084,0.001,309804,1.282066569,1744.922921,-227067,0.92,3717.908686,0.213744188,84979,-2242,-0.0264,2676.613906,0.031022249,-0.0068,0.002976502,0,0,0,,0.0932,0.001889089,0.1,TRUE,,,TRUE,TRUE,TRUE,82737,,FALSE
maritalStatus,social,ms_fsp,MS_FSp,y2012_2016,,TRUE,,12,MS_F15pl,1.3,2969,0.039,0.001,144157,2.706968695,1252.663163,-116026,-0.73,3222.441,0.171917295,30777,-2646,-0.086,1804.883099,0.056087294,-0.0045,0.002058874,0,0,0,,0.0317,0.001398412,0.0362,TRUE,,,TRUE,TRUE,TRUE,28131,,FALSE
maritalStatus,social,ms_fnvmrd,MS_FNvMrd,y2012_2016,,TRUE,,12,MS_F15pl,0.2,5974,0.419,0.002,1547557,0.738826505,3823.710763,-1232944,-6.48,7092.914775,0.428074238,282084,32529,0.1153,5591.309954,0.021069087,0.0223,0.005729125,1,1,1,,0.3542,0.003784806,0.3319,TRUE,,,TRUE,TRUE,TRUE,314613,,FALSE
maritalStatus,social,ms_fmrdsp,MS_FMrdSp,y2012_2016,,TRUE,,12,MS_F15pl,0.3,7190,0.364,0.002,1341383,0.541259154,3413.176087,-958040,6.76,7959.011936,0.353810717,373586,9757,0.0261,4759.24868,0.012902028,-0.008,0.003972754,0,0,0,,0.4316,0.002918596,0.4396,TRUE,,,TRUE,TRUE,TRUE,383343,,FALSE
maritalStatus,social,ms_fdvcd,MS_FDvcd,y2012_2016,,TRUE,,12,MS_F15pl,0.7,3782,0.094,0.001,346348,1.419180623,1852.257002,-267007,-0.47,4211.220726,0.225422327,78479,862,0.011,2699.595155,0.034599425,-0.003,0.003011576,0,0,0,,0.0893,0.002020278,0.0923,FALSE,,,TRUE,TRUE,TRUE,79341,,FALSE
maritalStatus,social,ms_f15pl,MS_F15pl,y2012_2016,,TRUE,,12,MS_F15pl,0,226,1,,3689249,0.352113853,5144.494047,-2801084,0,5149.455796,0,849905,38260,0.045,7499.464981,0.009036363,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,888165,,FALSE
languageSpokenAtHome,social,pop5pl2,Pop5pl2,y2012_2016,,TRUE,,12,Pop5pl2,0,250,1,,7870932,0.311422283,9835.336395,-5951054,0,9838.513201,0,1844469,75409,0.0409,14033.56452,0.007768289,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,1919878,,FALSE
languageSpokenAtHome,social,pop5pl1,Pop5pl1,y2012_2016,,TRUE,,12,Pop5pl1,0,250,1,,7870932,0.311422283,9835.336395,-5951054,0,9838.513201,0,1844469,75409,0.0409,14033.56452,0.007768289,0,0,1,1,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,1919878,,FALSE
languageSpokenAtHome,social,lgyidlep2,LgYidLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,3.1,1499,0.016,0.001,28984,26.34192937,117.8643288,-28712,-1.55,1503.626616,0.101975741,356,-84,-0.236,179.50766,0.440509898,-0.0001,0.000312471,0,0,0,,0.0005,0.000199763,0.0006,TRUE,,,TRUE,FALSE,TRUE,272,,FALSE
languageSpokenAtHome,social,lgyidlep1,LgYidLEP1,y2012_2016,,TRUE,,12,LgYid1,3.1,1499,0.33,0.013,28984,26.34192937,117.8643288,-28712,-12.35,1503.626616,7.911485996,356,-84,-0.236,179.50766,0.440509898,-0.0118,0.10673987,0,0,0,,0.2065,0.078039484,0.2183,FALSE,,,TRUE,FALSE,TRUE,272,,FALSE
languageSpokenAtHome,social,lgyid2,LgYid2,y2012_2016,,TRUE,,12,Pop5pl2,1.9,2807,0.011,0,87743,12.89440741,279.3528235,-86426,-1.03,2820.866356,0.014546306,1631,-314,-0.1925,408.2756422,0.225975217,-0.0002,0.000217243,0,0,0,,0.0007,0.000145463,0.0009,TRUE,,,TRUE,TRUE,TRUE,1317,,FALSE
languageSpokenAtHome,social,lgyid1,LgYid1,y2012_2016,,TRUE,,12,LgYid1,1.9,2807,1,,87743,12.89440741,279.3528235,-86426,0,2820.866356,0,1631,-314,-0.1925,408.2756422,0.225975217,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,1317,,FALSE
languageSpokenAtHome,social,lgviet2,LgViet2,y2012_2016,,TRUE,,12,Pop5pl2,6,1054,0.001,0,10729,11.33188318,494.9171648,-8074,0.04,1164.413586,0.025768837,2391,264,0.1104,728.7070742,0.323334939,0.0001,0.000387868,0,0,0,,0.0014,0.000257688,0.0013,FALSE,,,TRUE,TRUE,TRUE,2655,,FALSE
languageSpokenAtHome,social,lgviet1,LgViet1,y2012_2016,,TRUE,,12,LgViet1,6,1054,1,,10729,11.33188318,494.9171648,-8074,0,1164.413586,0,2391,264,0.1104,728.7070742,0.323334939,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,2655,,FALSE
languageSpokenAtHome,social,lgvielep2,LgVieLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,7.4,764,0.003,0,6251,12.85764448,357.6604535,-4560,0,843.5739446,0.060546707,1326,365,0.2753,483.9710735,0.41361957,0.0005,0.000837195,0,0,0,,0.0029,0.000605467,0.0024,FALSE,,,TRUE,TRUE,TRUE,1691,,FALSE
languageSpokenAtHome,social,lgvielep1,LgVieLEP1,y2012_2016,,TRUE,,12,LgViet1,7.4,764,0.583,0.042,6251,12.85764448,357.6604535,-4560,5.39,843.5739446,7.62586983,1326,365,0.2753,483.9710735,0.41361957,0.0823,0.085185259,0,0,0,,0.6369,0.063650523,0.5546,FALSE,,,TRUE,TRUE,TRUE,1691,,FALSE
languageSpokenAtHome,social,lgurdlep2,LgUrdLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,4.3,1441,0.011,0.001,20533,7.741038051,929.0731941,-13237,0.14,1714.543088,0.186014946,7814,-518,-0.0663,1392.614807,0.171764776,-0.0015,0.002413105,0,0,0,,0.0124,0.001568488,0.0139,FALSE,,,TRUE,TRUE,TRUE,7296,,FALSE
languageSpokenAtHome,social,lgurdlep1,LgUrdLEP1,y2012_2016,,TRUE,,12,LgUrd1,4.3,1441,0.433,0.018,20533,7.741038051,929.0731941,-13237,-3.44,1714.543088,3.66948892,7814,-518,-0.0663,1392.614807,0.171764776,-0.0259,0.046513576,0,0,0,,0.3986,0.031976787,0.4245,FALSE,,,TRUE,TRUE,TRUE,7296,,FALSE
languageSpokenAtHome,social,lgurd2,LgUrd2,y2012_2016,,TRUE,,12,Pop5pl2,3.4,2667,0.006,0,47464,6.011308089,1810.207447,-29158,0.35,3223.311961,0.094161016,18409,-103,-0.0056,2665.313302,0.144347324,-0.0005,0.001417256,0,0,0,,0.0095,0.00094161,0.01,TRUE,,,TRUE,TRUE,TRUE,18306,,FALSE
languageSpokenAtHome,social,lgurd1,LgUrd1,y2012_2016,,TRUE,,12,LgUrd1,3.4,2667,1,,47464,6.011308089,1810.207447,-29158,0,3223.311961,0,18409,-103,-0.0056,2665.313302,0.144347324,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,18306,,FALSE
languageSpokenAtHome,social,lgthalep2,LgThaLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,10.5,561,0.002,0,3250,14.13674643,518.8178871,-1019,0.18,764.1289158,0.087851851,1778,453,0.2548,678.5057111,0.424702716,0.0006,0.001171776,0,0,0,,0.0038,0.000878519,0.0032,FALSE,,,FALSE,TRUE,TRUE,2231,,FALSE
languageSpokenAtHome,social,lgthalep1,LgThaLEP1,y2012_2016,,TRUE,,12,LgThai1,10.5,561,0.596,0.041,3250,14.13674643,518.8178871,-1019,4.81,764.1289158,8.715985317,1778,453,0.2548,678.5057111,0.424702716,0.0158,0.11159085,0,0,0,,0.6441,0.076914498,0.6283,FALSE,,,FALSE,TRUE,TRUE,2231,,FALSE
languageSpokenAtHome,social,lgthai2,LgThai2,y2012_2016,,TRUE,,12,Pop5pl2,9.6,863,0.001,0,5456,12.13028784,691.217766,-1992,0.08,1105.690282,0.035991346,2830,634,0.224,910.7908651,0.354204238,0.0003,0.00048256,0,0,0,,0.0018,0.000359913,0.0015,FALSE,,,FALSE,TRUE,TRUE,3464,,FALSE
languageSpokenAtHome,social,lgthai1,LgThai1,y2012_2016,,TRUE,,12,LgThai1,9.6,863,1,,5456,12.13028784,691.217766,-1992,0,1105.690282,0,2830,634,0.224,910.7908651,0.354204238,0,0,0,0,0,,1,0,1,FALSE,,,FALSE,TRUE,TRUE,3464,,FALSE
languageSpokenAtHome,social,lgtaglep2,LgTagLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,4.5,1042,0.008,0.001,14041,6.459910167,980.8307703,-4811,0.76,1431.011181,0.193173696,9400,-170,-0.0181,1421.514333,0.149798295,-0.0011,0.002454741,0,0,0,,0.0156,0.001652758,0.0167,TRUE,,,TRUE,TRUE,TRUE,9230,,FALSE
languageSpokenAtHome,social,lgtaglep1,LgTagLEP1,y2012_2016,,TRUE,,12,LgTag1,4.5,1042,0.28,0.017,14041,6.459910167,980.8307703,-4811,3.16,1431.011181,3.14491788,9400,-170,-0.0181,1421.514333,0.149798295,0.0058,0.036860482,0,0,0,,0.3116,0.026458474,0.3058,FALSE,,,TRUE,TRUE,TRUE,9230,,FALSE
languageSpokenAtHome,social,lgtag2,LgTag2,y2012_2016,,TRUE,,12,Pop5pl2,2.6,2142,0.006,0,50071,3.883012766,1892.377341,-20445,0.94,2858.191036,0.098250067,30736,-1110,-0.0361,2871.83182,0.091541555,-0.0013,0.001526022,0,0,0,,0.0154,0.000982501,0.0167,TRUE,,,TRUE,TRUE,TRUE,29626,,FALSE
languageSpokenAtHome,social,lgtag1,LgTag1,y2012_2016,,TRUE,,12,LgTag1,2.6,2142,1,,50071,3.883012766,1892.377341,-20445,0,2858.191036,0,30736,-1110,-0.0361,2871.83182,0.091541555,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,29626,,FALSE
languageSpokenAtHome,social,lgsplep2,LgSpLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,0.5,6782,0.488,0.003,888764,1.330251624,5281.725097,-647398,-7.88,8596.053978,0.812529134,236282,5084,0.0215,7472.561007,0.031967933,-0.0104,0.010838423,0,0,0,,0.4092,0.007551183,0.4196,TRUE,,,TRUE,TRUE,TRUE,241366,,FALSE
languageSpokenAtHome,social,lgsplep1,LgSpLEP1,y2012_2016,,TRUE,,12,LgSp1,0.5,6782,0.46,0.003,888764,1.330251624,5281.725097,-647398,5.4,8596.053978,0.784000944,236282,5084,0.0215,7472.561007,0.031967933,-0.0066,0.010627871,0,0,0,,0.514,0.007243324,0.5206,TRUE,,,TRUE,TRUE,TRUE,241366,,FALSE
languageSpokenAtHome,social,lgsp2,LgSp2,y2012_2016,,TRUE,,12,Pop5pl2,0.2,7298,0.246,0.001,1932321,1.017633834,7861.524979,-1462698,-0.14,10726.80656,0.402456501,453908,15715,0.0346,10905.63634,0.024429194,-0.0015,0.005495985,0,0,0,,0.2446,0.003898349,0.2461,FALSE,,,TRUE,TRUE,TRUE,469623,,FALSE
languageSpokenAtHome,social,lgsp1,LgSp1,y2012_2016,,TRUE,,12,LgSp1,0.2,7298,1,,1932321,1.017633834,7861.524979,-1462698,0,10726.80656,0,453908,15715,0.0346,10905.63634,0.024429194,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,469623,,FALSE
languageSpokenAtHome,social,lgscrlep2,LgSCrLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,7.9,862,0.004,0,6633,7.864858606,448.6791727,-3165,0.19,971.780325,0.075757508,4274,-806,-0.1886,732.6895659,0.152031898,-0.0017,0.001273869,0,0,0,,0.0059,0.000757575,0.0076,FALSE,,,TRUE,TRUE,TRUE,3468,,FALSE
languageSpokenAtHome,social,lgscrlep1,LgSCrLEP1,y2012_2016,,TRUE,,12,LgSCr1,7.9,862,0.392,0.035,6633,7.864858606,448.6791727,-3165,1.06,971.780325,4.743999882,4274,-806,-0.1886,732.6895659,0.152031898,-0.0263,0.045782558,0,0,0,,0.4026,0.032024264,0.4289,FALSE,,,TRUE,TRUE,TRUE,3468,,FALSE
languageSpokenAtHome,social,lgscr2,LgSCr2,y2012_2016,,TRUE,,12,Pop5pl2,5.7,1594,0.002,0,16920,6.203194541,878.8924849,-8307,0.25,1820.24394,0.045720833,9964,-1351,-0.1356,1420.695604,0.130986541,-0.0009,0.000757896,0,0,0,,0.0045,0.000457208,0.0054,TRUE,,,TRUE,TRUE,TRUE,8613,,FALSE
languageSpokenAtHome,social,lgscr1,LgSCr1,y2012_2016,,TRUE,,12,LgSCr1,5.7,1594,1,,16920,6.203194541,878.8924849,-8307,0,1820.24394,0,9964,-1351,-0.1356,1420.695604,0.130986541,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,8613,,FALSE
languageSpokenAtHome,social,lgscdlep2,LgScdLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,18.8,142,0,0,460,80.74438535,75.70997292,-403,0.01,160.9223415,0.01283596,19,38,2,78.46655338,5.14525842,0.0001,0.000133477,0,0,0,,0.0001,0.00012836,0,FALSE,,,FALSE,FALSE,TRUE,57,,FALSE
languageSpokenAtHome,social,lgscdlep1,LgScdLEP1,y2012_2016,,TRUE,,12,LgScd1,18.8,142,0.089,0.025,460,80.74438535,75.70997292,-403,0.35,160.9223415,11.94881997,19,38,2,78.46655338,5.14525842,0.0186,0.138362789,0,0,0,,0.0925,0.116843613,0.0739,FALSE,,,FALSE,FALSE,TRUE,57,,FALSE
languageSpokenAtHome,social,lgscd2,LgScd2,y2012_2016,,TRUE,,12,Pop5pl2,7.8,665,0.001,0,5194,25.04571339,253.7932229,-4578,-0.07,711.783675,0.013218215,257,359,1.3969,275.3252622,1.402207228,0.0002,0.000144293,0,0,0,,0.0003,0.000132182,0.0001,TRUE,,,TRUE,FALSE,TRUE,616,,FALSE
languageSpokenAtHome,social,lgscd1,LgScd1,y2012_2016,,TRUE,,12,LgScd1,7.8,665,1,,5194,25.04571339,253.7932229,-4578,0,711.783675,0,257,359,1.3969,275.3252622,1.402207228,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,FALSE,TRUE,616,,FALSE
languageSpokenAtHome,social,lgruslep2,LgRusLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,1.4,2614,0.063,0.001,114804,4.12857304,1167.187646,-97618,-3.39,2862.747457,0.219059981,16478,708,0.043,1636.720807,0.101447468,-0.0002,0.002795559,0,0,0,,0.0291,0.001949032,0.0293,TRUE,,,TRUE,TRUE,TRUE,17186,,FALSE
languageSpokenAtHome,social,lgruslep1,LgRusLEP1,y2012_2016,,TRUE,,12,LgRus1,1.4,2614,0.587,0.005,114804,4.12857304,1167.187646,-97618,-8.79,2862.747457,1.723360542,16478,708,0.043,1636.720807,0.101447468,-0.0162,0.023943496,0,0,0,,0.4991,0.016492336,0.5153,TRUE,,,TRUE,TRUE,TRUE,17186,,FALSE
languageSpokenAtHome,social,lgrus2,LgRus2,y2012_2016,,TRUE,,12,Pop5pl2,1.3,4132,0.025,0.001,195619,3.606935261,2043.109884,-161185,-0.71,4609.525138,0.145741293,31978,2456,0.0768,2823.499779,0.091588262,0.0006,0.001493833,0,0,0,,0.0179,0.001060213,0.0173,TRUE,,,TRUE,TRUE,TRUE,34434,,FALSE
languageSpokenAtHome,social,lgrus1,LgRus1,y2012_2016,,TRUE,,12,LgRus1,1.3,4132,1,,195619,3.606935261,2043.109884,-161185,0,4609.525138,0,31978,2456,0.0768,2823.499779,0.091588262,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,34434,,FALSE
languageSpokenAtHome,social,lgprtlep2,LgPrtLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,8,712,0.003,0,5402,9.177716308,403.853934,-2727,0.15,818.5609324,0.068264413,2844,-169,-0.0594,630.1658512,0.213916344,-0.0005,0.00109536,0,0,0,,0.0045,0.000682644,0.005,FALSE,,,TRUE,TRUE,TRUE,2675,,FALSE
languageSpokenAtHome,social,lgprtlep1,LgPrtLEP1,y2012_2016,,TRUE,,12,LgPrt1,8,712,0.299,0.031,5402,9.177716308,403.853934,-2727,10.64,818.5609324,5.035357773,2844,-169,-0.0594,630.1658512,0.213916344,0.0027,0.059025976,0,0,0,,0.4054,0.039679753,0.4027,FALSE,,,TRUE,TRUE,TRUE,2675,,FALSE
languageSpokenAtHome,social,lgprt2,LgPrt2,y2012_2016,,TRUE,,12,Pop5pl2,5,1484,0.002,0,18092,6.98723007,758.4886288,-11493,0.14,1666.601632,0.039467866,7063,-464,-0.0657,1196.270454,0.162809196,-0.0004,0.000637871,0,0,0,,0.0034,0.000394679,0.0038,TRUE,,,TRUE,TRUE,TRUE,6599,,FALSE
languageSpokenAtHome,social,lgprt1,LgPrt1,y2012_2016,,TRUE,,12,LgPrt1,5,1484,1,,18092,6.98723007,758.4886288,-11493,0,1666.601632,0,7063,-464,-0.0657,1196.270454,0.162809196,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,6599,,FALSE
languageSpokenAtHome,social,lgprslep2,LgPrsLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,8.7,585,0.002,0,4105,12.2770225,448.5465416,-1884,0.18,737.169587,0.075920992,3814,-1593,-0.4177,875.6677452,0.164365788,-0.003,0.00153378,0,0,0,,0.0038,0.00075921,0.0068,FALSE,,,FALSE,TRUE,TRUE,2221,,FALSE
languageSpokenAtHome,social,lgprslep1,LgPrsLEP1,y2012_2016,,TRUE,,12,LgPrs1,8.7,585,0.382,0.028,4105,12.2770225,448.5465416,-1884,7.14,737.169587,3.609669858,3814,-1593,-0.4177,875.6677452,0.164365788,-0.1074,0.064727163,0,0,0,,0.4534,0.022780949,0.5608,FALSE,,,FALSE,TRUE,TRUE,2221,,FALSE
languageSpokenAtHome,social,lgprs2,LgPrs2,y2012_2016,,TRUE,,12,Pop5pl2,7.4,1313,0.001,0,10734,11.89093147,958.2729256,-5835,0.16,1625.501769,0.049896099,6801,-1902,-0.2797,1475.421974,0.184315934,-0.0011,0.000786453,0,0,0,,0.0026,0.000498961,0.0037,TRUE,,,TRUE,TRUE,TRUE,4899,,FALSE
languageSpokenAtHome,social,lgprs1,LgPrs1,y2012_2016,,TRUE,,12,LgPrs1,7.4,1313,1,,10734,11.89093147,958.2729256,-5835,0,1625.501769,0,6801,-1902,-0.2797,1475.421974,0.184315934,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,4899,,FALSE
languageSpokenAtHome,social,lgpollep2,LgPolLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,3.1,1328,0.015,0.001,26465,4.736566816,803.3193636,-16155,0.25,1552.065076,0.167713825,12260,-1950,-0.1591,1326.140641,0.097629379,-0.0043,0.002290977,0,0,0,,0.0175,0.0013464,0.0218,FALSE,,,TRUE,TRUE,TRUE,10310,,FALSE
languageSpokenAtHome,social,lgpollep1,LgPolLEP1,y2012_2016,,TRUE,,12,LgPol1,3.1,1328,0.48,0.013,26465,4.736566816,803.3193636,-16155,-3.17,1552.065076,2.338866604,12260,-1950,-0.1591,1326.140641,0.097629379,-0.0859,0.032519621,0,0,0,,0.4483,0.019442986,0.5342,FALSE,,,TRUE,TRUE,TRUE,10310,,FALSE
languageSpokenAtHome,social,lgpol2,LgPol2,y2012_2016,,TRUE,,12,Pop5pl2,2.6,2363,0.007,0,55093,3.934806465,1488.734026,-32093,0.5,2792.865554,0.077299911,22952,48,0.0021,2205.388628,0.096196423,-0.0004,0.001170959,0,0,0,,0.012,0.000772999,0.0124,TRUE,,,TRUE,TRUE,TRUE,23000,,FALSE
languageSpokenAtHome,social,lgpol1,LgPol1,y2012_2016,,TRUE,,12,LgPol1,2.6,2363,1,,55093,3.934806465,1488.734026,-32093,0,2792.865554,0,22952,48,0.0021,2205.388628,0.096196423,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,23000,,FALSE
languageSpokenAtHome,social,lgowglep2,LgOWGLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,18.5,217,0,0,712,44.94419415,99.80981916,-577,0.02,238.8535116,0.016920398,92,43,0.4674,124.2859606,1.603859736,0,0.000214288,0,0,0,,0.0002,0.000169204,0.0002,FALSE,,,FALSE,FALSE,TRUE,135,,FALSE
languageSpokenAtHome,social,lgowglep1,LgOWGLEP1,y2012_2016,,TRUE,,12,LgOWG1,18.5,217,0.146,0.041,712,44.94419415,99.80981916,-577,1.32,238.8535116,11.39618728,92,43,0.4674,124.2859606,1.603859736,0.0539,0.131011401,0,0,0,,0.1592,0.106331126,0.1053,FALSE,,,FALSE,FALSE,TRUE,135,,FALSE
languageSpokenAtHome,social,lgowg2,LgOWG2,y2012_2016,,TRUE,,12,Pop5pl2,7.6,608,0.001,0,4875,19.27144448,268.8289419,-4027,-0.06,664.7804149,0.014000569,874,-26,-0.0297,404.3055775,0.454966256,-0.0001,0.000215408,0,0,0,,0.0004,0.000140006,0.0005,TRUE,,,TRUE,TRUE,TRUE,848,,FALSE
languageSpokenAtHome,social,lgowg1,LgOWG1,y2012_2016,,TRUE,,12,LgOWG1,7.6,608,1,,4875,19.27144448,268.8289419,-4027,0,664.7804149,0,874,-26,-0.0297,404.3055775,0.454966256,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,848,,FALSE
languageSpokenAtHome,social,lgosvlep2,LgOSvLEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,6.6,1006,0.005,0.001,9219,11.14562347,414.1774982,-6960,-0.12,1087.92417,0.122110434,2187,72,0.0329,606.1567454,0.282064912,-0.0001,0.001051822,0,0,0,,0.0038,0.000700782,0.0039,FALSE,,,TRUE,TRUE,TRUE,2259,,FALSE
languageSpokenAtHome,social,lgosvlep1,LgOSvLEP1,y2012_2016,,TRUE,,12,LgOSlv1,6.6,1006,0.478,0.035,9219,11.14562347,414.1774982,-6960,-7.39,1087.92417,6.299995834,2187,72,0.0329,606.1567454,0.282064912,-0.0985,0.087386804,0,0,0,,0.4041,0.052383153,0.5026,FALSE,,,TRUE,TRUE,TRUE,2259,,FALSE
languageSpokenAtHome,social,lgoslv2,LgOSlv2,y2012_2016,,TRUE,,12,Pop5pl2,4.9,1556,0.002,0,19289,7.882380668,724.8282555,-13699,0.09,1716.540707,0.037724393,4351,1239,0.2848,966.4859026,0.251769969,0.0005,0.00051214,0,0,0,,0.0029,0.000377244,0.0024,FALSE,,,TRUE,TRUE,TRUE,5590,,FALSE
languageSpokenAtHome,social,lgoslv1,LgOSlv1,y2012_2016,,TRUE,,12,LgOSlv1,4.9,1556,1,,19289,7.882380668,724.8282555,-13699,0,1716.540707,0,4351,1239,0.2848,966.4859026,0.251769969,0,0,0,0,0,,1,0,1,FALSE,,,TRUE,TRUE,TRUE,5590,,FALSE
languageSpokenAtHome,social,lgopilep2,LgOPILEP2,y2012_2016,,TRUE,,12,LgOEnLEP2,10.6,561,0.002,0,3218,14.14567724,548,-863,0.2,784.2352963,0.092793432,2338,17,0.0073,824.9842423,0.35429487,-0.0002,0.001434361,0,0,0,,0.004,0.000927934,0.0042,FALSE,,,FALSE,TRUE,TRUE,2355,,FALSE
